Cena (USD->EUR kurss uz 2024-10-10);Saite;Kategorija;Marka un modelis;Gads;Valsts;Motorstundas (h);Jauda (zs);Piedziņa/Vilce
489299.77;https://www.mascus.com/agriculture/combine-harvesters/john-deere-790/fg7qdnio.html;combine_harvesters;John Deere S790;United States;2023;415.0;;
685589.57;https://www.mascus.com/agriculture/combine-harvesters/john-deere-790/bfdpgfgp.html;combine_harvesters;John Deere S790;United States;2023;350.0;;
420523.38;https://www.mascus.com/agriculture/combine-harvesters/john-deere-790/7jbufhhn.html;combine_harvesters;John Deere S790;United States;2021;793.0;;
210301.02;https://www.mascus.com/agriculture/combine-harvesters/john-deere-78/fqbfihcm.html;combine_harvesters;John Deere S780;United States;2018;1921.0;;
265277.5;https://www.mascus.com/agriculture/combine-harvesters/john-deere-770/cn7hirif.html;combine_harvesters;John Deere S770;United States;2021;1241.0;;
50311.25;https://www.mascus.com/agriculture/combine-harvesters/john-deere-9870-sts/gj8uhh6m.html;combine_harvesters;John Deere 9870 STS;United States;2009;3375.0;;
187523.75;https://www.mascus.com/agriculture/combine-harvesters/case-ih-8240/dg8s4g3n.html;combine_harvesters;Case IH 8240;United States;2017;1727.0;;
9056.02;https://www.mascus.com/agriculture/combine-harvesters/john-deere-9600/9s9o8uio.html;combine_harvesters;John Deere 9600;United States;1991;5160.0;;2 WD
680792.63;https://www.mascus.com/agriculture/combine-harvesters/john-deere-790/dnimaf4u.html;combine_harvesters;John Deere S790;United States;2023;700.0;;
11434.38;https://www.mascus.com/agriculture/combine-harvesters/case-ih-2555/gp8q9o6i.html;combine_harvesters;Case IH 2555;United States;2007;4459.0;260.0;
673553.29;https://www.mascus.com/agriculture/combine-harvesters/john-deere-790/5ocl4fim.html;combine_harvesters;John Deere S790;United States;2023;1493.0;;
293543.27;https://www.mascus.com/agriculture/combine-harvesters/john-deere-78/8kikgqaf.html;combine_harvesters;John Deere S780;United States;2020;1294.0;;2 WD
42535.88;https://www.mascus.com/agriculture/combine-harvesters/john-deere-9996/ds6mitis.html;combine_harvesters;John Deere 9996;United States;2007;6202.0;350.0;2 WD
464235.62;https://www.mascus.com/agriculture/combine-harvesters/case-ih-8250/6obr4k9n.html;combine_harvesters;Case IH 8250;United States;2022;357.0;;
548758.53;https://www.mascus.com/agriculture/combine-harvesters/john-deere-770/di6tdn3m.html;combine_harvesters;John Deere S770;United States;2023;1.0;;
914749.09;https://www.mascus.com/agriculture/combine-harvesters/john-deere-78/aoirataf.html;combine_harvesters;John Deere S780;United States;2022;639.0;;
86901.25;https://www.mascus.com/agriculture/combine-harvesters/john-deere-s-690/at6l4f9g.html;combine_harvesters;John Deere S690;United States;2012;2888.0;617.0;4 WD
82327.5;https://www.mascus.com/agriculture/combine-harvesters/john-deere-9870-sts/7hgthkfi.html;combine_harvesters;John Deere 9870 STS;United States;2011;4191.0;;
457283.52;https://www.mascus.com/agriculture/combine-harvesters/john-deere-78/ep7kff4s.html;combine_harvesters;John Deere S780;United States;2023;375.0;;2 WD
338366.02;https://www.mascus.com/agriculture/combine-harvesters/john-deere-80/akin9l8j.html;combine_harvesters;John Deere S780;United States;2021;1055.0;;2 WD
41163.75;https://www.mascus.com/agriculture/combine-harvesters/gleaner-r-62/ij5ffgbk.html;combine_harvesters;Gleaner R62;United States;1998;;;
105104.77;https://www.mascus.com/agriculture/combine-harvesters/john-deere-s-680/8igjctcs.html;combine_harvesters;John Deere S680;United States;2014;2703.0;;2 WD
260703.75;https://www.mascus.com/agriculture/combine-harvesters/john-deere-78/ar3r6ibf.html;combine_harvesters;John Deere S780;United States;2019;1596.0;;
191640.12;https://www.mascus.com/agriculture/combine-harvesters/case-ih-5140/3u6m4m3k.html;combine_harvesters;Case IH 5140;United States;2018;483.0;;
191640.12;https://www.mascus.com/agriculture/combine-harvesters/case-ih-8250/elepiiak.html;combine_harvesters;Case IH 8250;United States;2019;1095.0;;
192097.5;https://www.mascus.com/agriculture/combine-harvesters/john-deere-770/epdoatin.html;combine_harvesters;John Deere S770;United States;2018;2121.0;;
365900.0;https://www.mascus.com/agriculture/combine-harvesters/john-deere-770/bjbicrgi.html;combine_harvesters;John Deere S770;United States;2022;522.0;;
42535.88;https://www.mascus.com/agriculture/combine-harvesters/john-deere-9996/gpbrggij.html;combine_harvesters;John Deere 9996;United States;2007;5976.0;350.0;2 WD
334707.02;https://www.mascus.com/agriculture/combine-harvesters/john-deere-770/gmfogncs.html;combine_harvesters;John Deere S770;United States;2021;1013.0;;
41163.75;https://www.mascus.com/agriculture/combine-harvesters/new-holland-cr-960/bibp5nhf.html;combine_harvesters;New Holland CR960;United States;2005;3753.0;;
674994.02;https://www.mascus.com/agriculture/combine-harvesters/john-deere-1100/fk7telbn.html;combine_harvesters;John Deere X9 1100;United States;2022;471.0;;
438988.52;https://www.mascus.com/agriculture/combine-harvesters/john-deere-790/hl6p5lgs.html;combine_harvesters;John Deere S790;United States;2022;648.0;;
16008.12;https://www.mascus.com/agriculture/combine-harvesters/john-deere-9965/dm6fdj7o.html;combine_harvesters;John Deere 9965;United States;1995;6801.0;250.0;2 WD
255672.62;https://www.mascus.com/agriculture/combine-harvesters/case-ih-8250/cufhgq9u.html;combine_harvesters;Case IH 8250;United States;2022;575.0;;
555986.88;https://www.mascus.com/agriculture/combine-harvesters/john-deere-78/fl6hgoak.html;combine_harvesters;John Deere S780;United States;2022;282.0;;
338366.02;https://www.mascus.com/agriculture/combine-harvesters/john-deere-78/gjbifg5q.html;combine_harvesters;John Deere S780;United States;2021;1214.0;;2 WD
14178.62;https://www.mascus.com/agriculture/combine-harvesters/john-deere-9600/fthj6l9i.html;combine_harvesters;John Deere 9600;United States;1991;3582.0;;
68514.77;https://www.mascus.com/agriculture/combine-harvesters/john-deere-9976/9uaugjiu.html;combine_harvesters;John Deere 9976;United States;2001;;;
57171.88;https://www.mascus.com/agriculture/combine-harvesters/claas-570r/4pfhbn4j.html;combine_harvesters;CLAAS 570R;United States;2008;1168.0;;2 WD
324736.25;https://www.mascus.com/agriculture/combine-harvesters/john-deere-770/8fgo6rem.html;combine_harvesters;John Deere S770;United States;2022;879.0;;
310100.25;https://www.mascus.com/agriculture/combine-harvesters/john-deere-78/3s3m9f3l.html;combine_harvesters;John Deere S780;United States;2021;996.0;;
517657.02;https://www.mascus.com/agriculture/combine-harvesters/john-deere-790/ihcjcp6n.html;combine_harvesters;John Deere S790;United States;2022;511.0;;
32007.1;https://www.mascus.com/agriculture/combine-harvesters/john-deere-9750-sts/eq9o5sfj.html;combine_harvesters;John Deere 9750 STS;United States;2003;3466.0;;
42535.88;https://www.mascus.com/agriculture/combine-harvesters/john-deere-9996/dj5hch7k.html;combine_harvesters;John Deere 9996;United States;2007;6046.0;350.0;2 WD
42535.88;https://www.mascus.com/agriculture/combine-harvesters/john-deere-9996/3tch7uik.html;combine_harvesters;John Deere 9996;United States;2007;6015.0;350.0;2 WD
457283.52;https://www.mascus.com/agriculture/combine-harvesters/john-deere-1100/bh3nfo8g.html;combine_harvesters;John Deere X9 1100;United States;2022;863.0;;
292720.0;https://www.mascus.com/agriculture/combine-harvesters/john-deere-78/blhuijbg.html;combine_harvesters;John Deere S780;United States;2021;1182.0;;
9970.77;https://www.mascus.com/agriculture/combine-harvesters/john-deere-9400/hjdtcj8u.html;combine_harvesters;John Deere 9400;United States;1997;;;2 WD
82326.59;https://www.mascus.com/agriculture/combine-harvesters/john-deere-9770-sts/8hitcjir.html;combine_harvesters;John Deere 9770 STS;United States;2008;2790.0;;
392886.04;https://www.mascus.com/agriculture/combine-harvesters/john-deere-790/7g4mgtbf.html;combine_harvesters;John Deere S790;United States;2021;1234.0;;
590256.16;https://www.mascus.com/agriculture/combine-harvesters/john-deere-790/ij7odp9m.html;combine_harvesters;John Deere S790;United States;2023;431.0;;
320162.5;https://www.mascus.com/agriculture/combine-harvesters/john-deere-78/hi6sgsiu.html;combine_harvesters;John Deere S780;United States;2020;1211.0;;
489299.77;https://www.mascus.com/agriculture/combine-harvesters/john-deere-790/7feu6sfo.html;combine_harvesters;John Deere S790;United States;2023;618.0;;
82327.5;https://www.mascus.com/agriculture/combine-harvesters/john-deere-s-670/7odjdldg.html;combine_harvesters;John Deere S670;United States;2013;2894.0;;
68606.25;https://www.mascus.com/agriculture/combine-harvesters/john-deere-9986/cndqin5s.html;combine_harvesters;John Deere 9986;United States;2002;3111.0;325.0;
63941.02;https://www.mascus.com/agriculture/combine-harvesters/claas-lexion-750-tt/6nep3h3l.html;combine_harvesters;CLAAS LEXION 750TT;United States;2012;1823.0;;
27442.5;https://www.mascus.com/agriculture/combine-harvesters/john-deere-9560-sts/3kit3q8k.html;combine_harvesters;John Deere 9560 STS;United States;2006;6245.0;;
515542.12;https://www.mascus.com/agriculture/combine-harvesters/john-deere-78/8qdu9ghj.html;combine_harvesters;John Deere S780;United States;2021;729.0;;
96048.75;https://www.mascus.com/agriculture/combine-harvesters/cat-lexion-575-r/do3reghu.html;combine_harvesters;CAT LEXION 575R;United States;2007;1800.0;;
467894.62;https://www.mascus.com/agriculture/combine-harvesters/case-ih-8250/6jctijcm.html;combine_harvesters;Case IH 8250;United States;2022;319.0;;
55352.44;https://www.mascus.com/agriculture/combine-harvesters/john-deere-9870-sts/7p6gfoal.html;combine_harvesters;John Deere 9870 STS;United States;2008;2972.0;;
525889.78;https://www.mascus.com/agriculture/combine-harvesters/john-deere-1100/6g3j4jgs.html;combine_harvesters;John Deere X9 1100;United States;2022;500.0;;
118826.02;https://www.mascus.com/agriculture/combine-harvesters/john-deere-s-680/at6k3p8u.html;combine_harvesters;John Deere S680;United States;2016;2405.0;;2 WD
31101.5;https://www.mascus.com/agriculture/combine-harvesters/case-ih-2388/isff4mil.html;combine_harvesters;Case IH 2388;United States;2002;5301.0;;
201153.52;https://www.mascus.com/agriculture/combine-harvesters/john-deere-790/dqii3u7o.html;combine_harvesters;John Deere S790;United States;2018;2092.0;;
548517.95;https://www.mascus.com/agriculture/combine-harvesters/john-deere-78/ggag3q9t.html;combine_harvesters;John Deere S780;United States;2022;671.0;;
137121.02;https://www.mascus.com/agriculture/combine-harvesters/john-deere-s-680/gphoendi.html;combine_harvesters;John Deere S680;United States;2017;1980.0;;2 WD
551442.4;https://www.mascus.com/agriculture/combine-harvesters/john-deere-78/ifgubjbh.html;combine_harvesters;John Deere S780;United States;2022;448.0;;
471004.77;https://www.mascus.com/agriculture/combine-harvesters/john-deere-790/3gghaoar.html;combine_harvesters;John Deere S790;United States;2023;461.0;;2 WD
413892.36;https://www.mascus.com/agriculture/combine-harvesters/john-deere-78/5ietgt6r.html;combine_harvesters;John Deere S780;United States;2021;745.0;;
2744.25;https://www.mascus.com/agriculture/combine-harvesters/gleaner-l/4s9u5jdq.html;combine_harvesters;Gleaner Model L;United States;1976;;;
160081.25;https://www.mascus.com/agriculture/combine-harvesters/john-deere-78/4nesci3l.html;combine_harvesters;John Deere S780;United States;2018;1981.0;;
393251.02;https://www.mascus.com/agriculture/combine-harvesters/john-deere-790/dh5f5hbh.html;combine_harvesters;John Deere S790;United States;2021;822.0;;
489299.77;https://www.mascus.com/agriculture/combine-harvesters/john-deere-790/ao4j3n3r.html;combine_harvesters;John Deere S790;United States;2023;443.0;;
393251.02;https://www.mascus.com/agriculture/combine-harvesters/john-deere-790/af3qeibp.html;combine_harvesters;John Deere S790;United States;2021;946.0;;
219448.52;https://www.mascus.com/agriculture/combine-harvesters/john-deere-790/8seh9u6p.html;combine_harvesters;John Deere S790;United States;2019;1957.0;;
113886.38;https://www.mascus.com/agriculture/combine-harvesters/john-deere-s-670/4kdkbm9u.html;combine_harvesters;John Deere S670;United States;2017;1604.0;;
388311.38;https://www.mascus.com/agriculture/combine-harvesters/john-deere-78/fich7nfh.html;combine_harvesters;John Deere S780;United States;2023;198.0;;
54793.52;https://www.mascus.com/agriculture/combine-harvesters/john-deere-9560/bu4j7rhp.html;combine_harvesters;John Deere 9560;United States;2005;2556.0;;
41163.75;https://www.mascus.com/agriculture/combine-harvesters/john-deere-9750-sts/3h4u4git.html;combine_harvesters;John Deere 9750 STS;United States;2002;;;
42535.88;https://www.mascus.com/agriculture/combine-harvesters/john-deere-9996/3r3l4p3u.html;combine_harvesters;John Deere 9996;United States;2007;5827.0;350.0;2 WD
27442.5;https://www.mascus.com/agriculture/combine-harvesters/other-amity-2300/igblbjfs.html;combine_harvesters;Amity 2300;United States;;;;
59458.75;https://www.mascus.com/agriculture/combine-harvesters/john-deere-9670-sts/gg9uiugl.html;combine_harvesters;John Deere 9670 STS;United States;2008;3348.0;;
342939.77;https://www.mascus.com/agriculture/combine-harvesters/john-deere-790/7sdidkfp.html;combine_harvesters;John Deere S790;United States;2019;1529.0;;
21496.62;https://www.mascus.com/agriculture/combine-harvesters/john-deere-9970/co8p9shs.html;combine_harvesters;John Deere 9970;United States;1999;4874.0;250.0;2 WD
438988.52;https://www.mascus.com/agriculture/combine-harvesters/john-deere-78/8p5s7hfg.html;combine_harvesters;John Deere S780;United States;2022;440.0;;
489299.77;https://www.mascus.com/agriculture/combine-harvesters/john-deere-790/ar7l8f4t.html;combine_harvesters;John Deere S790;United States;2023;577.0;;
502197.75;https://www.mascus.com/agriculture/combine-harvesters/john-deere-9100/4m9g6rcp.html;combine_harvesters;John Deere X9 1000;United States;2022;786.0;;2 WD
693289.02;https://www.mascus.com/agriculture/combine-harvesters/john-deere-1100/eh9o6qft.html;combine_harvesters;John Deere X9 1100;United States;2023;314.0;;
438988.52;https://www.mascus.com/agriculture/combine-harvesters/john-deere-790/itai7mij.html;combine_harvesters;John Deere S790;United States;2021;985.0;;
43450.62;https://www.mascus.com/agriculture/combine-harvesters/john-deere-9860-sts/cl9u3lfn.html;combine_harvesters;John Deere 9860 STS;United States;2005;2617.0;;4 WD
4573.75;https://www.mascus.com/agriculture/combine-harvesters/shelbourne-28ft/cn9p4p4j.html;combine_harvesters;Shelbourne 28ft;United States;;;;
311015.0;https://www.mascus.com/agriculture/combine-harvesters/john-deere-770/doiudq7n.html;combine_harvesters;John Deere S770;United States;2022;981.0;;
209935.12;https://www.mascus.com/agriculture/combine-harvesters/case-ih-8250/fl6kitft.html;combine_harvesters;Case IH 8250;United States;2019;933.0;;
3430.31;https://www.mascus.com/agriculture/combine-harvesters/other-custom-made-clipper-super-298d-cleaner/7ifk7jfh.html;combine_harvesters;CUSTOM MADE Clipper Super 298D Cleaner;United States;1957;;;
25155.62;https://www.mascus.com/agriculture/combine-harvesters/case-ih-2188/audgbm5g.html;combine_harvesters;Case IH 2188;United States;;3266.0;;
333883.75;https://www.mascus.com/agriculture/combine-harvesters/john-deere-770/cj4ifjig.html;combine_harvesters;John Deere S770;United States;2022;761.0;;
471004.77;https://www.mascus.com/agriculture/combine-harvesters/john-deere-790/7ffrcm6u.html;combine_harvesters;John Deere S790;United States;2023;729.0;;
63941.02;https://www.mascus.com/agriculture/combine-harvesters/other-cameco-3510/frdn5uft.html;combine_harvesters;CAMECO 3510;United States;;;;
121570.27;https://www.mascus.com/agriculture/combine-harvesters/john-deere-s-680/hs4ogn7f.html;combine_harvesters;John Deere S680;United States;2015;2837.0;;
5031.12;https://www.mascus.com/agriculture/combine-harvesters/john-deere-7720/5k3f7k6f.html;combine_harvesters;John Deere 7720;United States;1980;2120.0;;2 WD
10519.62;https://www.mascus.com/agriculture/combine-harvesters/john-deere-7720/duig8lfn.html;combine_harvesters;John Deere 7720;United States;1983;;;
73088.52;https://www.mascus.com/agriculture/combine-harvesters/john-deere-s-670/8t5uii8l.html;combine_harvesters;John Deere S670;United States;2013;3208.0;;2 WD
445142.05;https://www.mascus.com/agriculture/combine-harvesters/john-deere-790/iqef4lhh.html;combine_harvesters;John Deere S790;United States;2021;861.0;;
60282.02;https://www.mascus.com/agriculture/combine-harvesters/john-deere-9770-sts/3n7o3o3f.html;combine_harvesters;John Deere 9770 STS;United States;2008;3368.0;;2 WD
343031.25;https://www.mascus.com/agriculture/combine-harvesters/john-deere-78/fi7gdpdf.html;combine_harvesters;John Deere S780;United States;2021;854.0;;
141786.25;https://www.mascus.com/agriculture/combine-harvesters/claas-lexion-740-tt/hsapcg5h.html;combine_harvesters;CLAAS Lexion 740TT;United States;2013;;;
192097.5;https://www.mascus.com/agriculture/combine-harvesters/john-deere-78/cf4q3lbo.html;combine_harvesters;John Deere S780;United States;2018;1944.0;;
100531.02;https://www.mascus.com/agriculture/combine-harvesters/claas-740tt/8qes5sem.html;combine_harvesters;CLAAS 740TT;United States;2015;2732.0;;
523694.38;https://www.mascus.com/agriculture/combine-harvesters/john-deere-790/3ldiesbj.html;combine_harvesters;John Deere S790;United States;2022;472.0;;
233463.41;https://www.mascus.com/agriculture/combine-harvesters/john-deere-s-690/5niphq7t.html;combine_harvesters;John Deere S690;United States;2017;1480.0;;
82327.5;https://www.mascus.com/agriculture/combine-harvesters/john-deere-9670-sts/gsdidf5t.html;combine_harvesters;John Deere 9670 STS;United States;2010;2997.0;;
38876.88;https://www.mascus.com/agriculture/combine-harvesters/john-deere-9660/dshs6i8t.html;combine_harvesters;John Deere 9660;United States;2004;2694.0;;2 WD
914749.09;https://www.mascus.com/agriculture/combine-harvesters/john-deere-9100/fm7kcr4f.html;combine_harvesters;John Deere X9 1000;United States;2022;580.0;;2 WD
283115.12;https://www.mascus.com/agriculture/combine-harvesters/john-deere-78/btgfan4h.html;combine_harvesters;John Deere S780;United States;2022;359.0;;
456460.25;https://www.mascus.com/agriculture/combine-harvesters/john-deere-9100/gp8l4pil.html;combine_harvesters;John Deere X9 1000;United States;2021;1189.0;;
73088.52;https://www.mascus.com/agriculture/combine-harvesters/john-deere-s-680/hq5l7kgs.html;combine_harvesters;John Deere S680;United States;2013;3791.0;;2 WD
